"season","weather","temp","hum","count"
2,1,0.76,0.37,2
2,2,0.36,0.81,3
1,1,0.14,0.5,1
1,1,0.42,0.77,1
1,1,0.2,0.44,1
2,1,0.54,0.39,3
4,1,0.32,0.61,2
1,2,0.06,0.38,1
2,2,0.32,0.21,2
1,1,0.12,0.33,1
2,1,0.52,0.45,2
1,2,0.16,0.74,1
1,2,0.3,0.45,1
3,3,0.48,0.67,3
1,1,0.16,0.59,1
4,2,0.54,0.94,1
4,1,0.32,0.93,1
2,1,0.5,0.94,1
2,1,0.66,0.61,2
4,1,0.22,0.75,1
4,1,0.62,0.94,1
4,1,0.56,0.64,1
3,1,0.74,0.43,3
4,1,0.36,0.34,3
4,2,0.64,0.83,3
2,1,0.5,0.68,1
3,1,0.8,0.46,4
2,1,0.62,0.46,2
4,2,0.42,0.71,2
4,1,0.3,0.75,2
1,3,0.22,0.93,1
4,1,0.4,0.82,1
1,2,0.18,0.47,1
2,3,0.32,0.93,1
1,2,0.16,0.59,1
2,2,0.36,0.93,1
1,1,0.3,0.49,1
2,1,0.5,0.55,2
4,2,0.52,0.94,2
3,2,0.56,0.68,6
2,1,0.74,0.62,3
1,1,0.3,0.87,1
4,1,0.26,0.7,2
4,1,0.26,0.81,1
3,1,0.76,0.52,6
3,2,0.64,0.65,2
1,1,0.22,0.75,1
2,3,0.4,1,1
3,1,0.76,0.55,3
2,2,0.54,0.77,2
1,1,0.2,0.51,1
3,3,0.6,1,1
2,2,0.5,1,1
3,1,0.62,0.53,2
3,1,0.82,0.36,4
2,3,0.66,0.83,6
3,1,0.72,0.51,2
3,2,0.66,0.65,2
1,1,0.38,0.62,1
1,1,0.3,0.33,2
1,1,0.34,0.46,1
3,1,0.62,0.78,1
3,1,0.74,0.74,6
2,2,0.74,0.55,4
2,1,0.52,0.59,1
3,1,0.66,0.83,1
4,1,0.52,0.77,3
4,1,0.34,0.31,3
2,1,0.7,0.48,2
4,1,0.38,0.46,4
1,1,0.4,0.35,3
4,2,0.44,1,1
2,1,0.48,0.63,1
1,1,0.26,0.48,1
3,1,0.68,0.83,1
1,1,0.14,0.46,1
1,3,0.44,1,3
4,1,0.42,0.58,4
3,2,0.66,0.89,3
4,2,0.62,0.94,2
1,1,0.24,0.65,1
2,1,0.3,0.33,2
4,2,0.46,0.51,5
3,2,0.8,0.59,2
1,3,0.28,0.75,1
3,2,0.62,0.94,1
1,1,0.4,0.15,1
3,1,0.72,0.62,6
2,1,0.7,0.61,2
4,1,0.28,0.75,1
2,1,0.66,0.78,2
4,1,0.58,0.56,2
3,1,0.8,0.33,4
2,2,0.7,0.79,3
3,3,0.6,0.88,1
1,1,0.04,0.57,1
4,1,0.42,0.88,1
2,1,0.7,0.58,2
1,2,0.42,1,1
3,1,0.64,0.69,1
2,1,0.56,0.83,3
4,1,0.4,0.87,2
2,1,0.46,0.59,1
1,1,0.26,0.7,1
1,1,0.32,0.57,3
3,1,0.72,0.62,1
3,1,0.58,0.73,1
1,1,0.2,0.47,1
4,2,0.66,0.54,5
3,1,0.72,0.62,4
4,1,0.58,1,1
4,1,0.3,0.42,3
1,2,0.22,0.93,1
2,1,0.44,0.62,2
4,1,0.38,0.82,1
4,3,0.44,1,1
1,2,0.22,0.55,1
1,2,0.24,0.81,2
1,1,0.32,0.22,3
1,2,0.44,0.62,2
2,1,0.76,0.62,4
4,1,0.48,0.48,2
2,2,0.56,0.6,2
4,2,0.44,0.62,1
2,2,0.32,0.81,2
4,2,0.3,0.61,3
2,1,0.2,0.47,1
3,1,0.84,0.44,4
3,1,0.72,0.7,4
1,1,0.22,0.25,1
1,3,0.26,0.56,1
2,3,0.4,1,1
4,1,0.66,0.44,5
2,1,0.46,0.94,1
4,1,0.56,0.37,3
4,1,0.5,0.51,2
3,1,0.64,0.61,1
1,1,0.14,0.86,1
3,1,0.6,0.83,1
4,1,0.46,0.51,1
3,1,0.64,0.83,1
1,1,0.2,0.44,1
3,2,0.6,0.83,1
2,2,0.32,0.87,1
1,1,0.14,0.5,3
2,1,0.3,0.7,1
2,1,0.42,0.77,1
2,1,0.58,0.78,2
1,2,0.24,0.92,1
1,3,0.28,1,1
2,1,0.64,0.65,1
4,2,0.34,0.76,1
2,1,0.64,0.89,2
4,2,0.5,0.72,2
4,1,0.58,0.56,5
4,1,0.38,0.46,4
3,1,0.84,0.41,2
4,2,0.62,0.94,2
4,2,0.52,0.59,4
3,1,0.64,0.53,1
4,3,0.38,1,1
1,1,0.4,0.76,2
4,2,0.46,0.67,2
3,1,0.76,0.35,3
1,2,0.18,0.55,1
4,1,0.64,0.5,5
4,3,0.5,1,1
4,1,0.62,0.78,3
4,1,0.24,0.65,1
3,1,0.64,0.57,1
4,2,0.26,0.56,1
1,1,0.34,0.39,2
1,2,0.18,0.47,1
1,1,0.18,0.74,1
3,1,0.6,0.64,1
4,1,0.64,0.47,6
1,1,0.24,0.23,1
1,1,0.3,0.61,2
3,1,0.54,0.56,1
3,1,0.58,0.83,4
1,2,0.18,0.55,1
2,2,0.56,0.43,6
4,1,0.34,0.61,4
4,2,0.52,0.94,1
3,1,0.58,0.88,1
2,1,0.64,0.47,2
1,1,0.32,0.49,1
4,1,0.62,0.5,5
2,1,0.46,0.59,3
4,1,0.42,0.62,1
1,1,0.22,0.37,1
1,1,0.3,0.56,1
2,1,0.5,0.36,2
4,1,0.32,0.7,1
3,1,0.72,0.7,1
1,2,0.28,0.81,1
2,2,0.42,0.47,2
2,2,0.3,0.49,1
1,2,0.12,0.42,1
3,1,0.76,0.43,5
1,1,0.32,0.57,1
4,1,0.24,0.65,1
2,2,0.32,1,1
3,1,0.78,0.66,1
2,2,0.4,1,1
1,1,0.26,0.56,2
4,1,0.26,0.56,3
4,2,0.5,0.77,2
4,1,0.36,0.4,4
2,2,0.5,0.72,3
3,1,0.74,0.51,6
3,2,0.66,0.83,3
4,2,0.36,0.43,3
4,2,0.38,0.54,3
3,1,0.68,0.69,1
4,1,0.42,0.58,5
1,1,0.26,0.48,1
4,1,0.48,0.77,1
3,1,0.76,0.29,2
1,1,0.34,0.42,1
4,2,0.32,0.7,1
3,3,0.82,0.56,6
1,1,0.22,0.55,1
1,2,0.3,0.93,1
4,1,0.5,0.55,2
2,1,0.7,0.74,3
1,1,0.32,0.39,3
3,1,0.64,0.65,1
2,1,0.64,0.41,2
4,1,0.4,0.62,1
3,2,0.74,0.79,3
4,2,0.26,0.87,5
4,1,0.24,0.75,1
3,1,0.8,0.52,2
2,1,0.76,0.27,4
4,3,0.46,0.94,1
4,1,0.46,0.59,1
4,1,0.42,0.47,2
1,1,0.34,0.31,1
1,1,0.44,0.54,1
3,3,0.7,0.79,3
3,1,0.72,0.79,1
2,1,0.62,0.46,2
3,1,0.62,0.65,2
4,2,0.5,0.72,5
3,1,0.8,0.46,3
2,1,0.52,0.83,2
1,2,0.36,0.81,1
4,1,0.44,0.47,3
2,1,0.54,0.73,1
2,1,0.4,0.76,1
4,1,0.22,0.44,1
2,1,0.74,0.7,4
4,2,0.48,0.55,2
3,1,0.82,0.59,2
4,1,0.3,0.81,1
4,1,0.6,0.73,3
2,3,0.62,0.57,1
4,3,0.46,0.88,1
4,1,0.36,0.76,1
4,1,0.34,0.87,1
2,1,0.7,0.61,2
4,1,0.36,0.71,5
3,1,0.72,0.7,1
2,1,0.5,0.34,3
1,1,0.22,0.44,1
2,2,0.4,0.76,2
4,1,0.26,0.81,1
1,3,0.16,0.93,1
4,2,0.46,1,2
4,1,0.48,0.48,3
2,2,0.5,0.72,2
4,1,0.4,0.4,3
1,1,0.3,0.24,3
3,1,0.84,0.47,3
4,3,0.34,0.87,1
3,1,0.9,0.37,3
1,1,0.28,0.75,1
4,2,0.44,0.88,2
2,2,0.26,0.87,3
4,1,0.34,0.76,1
3,3,0.62,0.94,1
1,1,0.36,0.4,1
2,1,0.36,0.66,1
1,1,0.18,0.55,1
4,1,0.42,0.41,4
1,1,0.22,0.55,1
3,1,0.72,0.34,3
2,2,0.32,0.45,2
3,2,0.62,1,1
2,1,0.58,0.46,2
1,1,0.24,0.65,1
4,2,0.46,0.94,3
1,2,0.48,0.82,1
3,2,0.68,0.89,1
4,1,0.36,0.71,1
2,1,0.48,0.82,1
2,1,0.54,0.52,2
1,1,0.24,0.65,1
3,1,0.7,0.79,3
3,1,0.74,0.55,5
4,1,0.3,0.81,1
1,1,0.34,0.34,3
1,1,0.26,0.35,1
1,1,0.22,0.8,1
2,2,0.52,0.88,3
1,1,0.32,0.43,1
4,1,0.4,0.66,2
4,2,0.24,0.6,1
4,1,0.38,0.66,3
2,2,0.34,0.87,1
4,2,0.36,0.62,1
3,1,0.9,0.25,3
1,2,0.34,0.36,2
4,1,0.34,0.81,1
3,2,0.62,0.78,4
2,2,0.5,0.55,2
4,1,0.4,0.54,1
1,2,0.36,0.25,1
3,2,0.62,0.94,1
1,1,0.24,0.52,1
3,1,0.86,0.39,2
2,1,0.6,0.88,2
4,2,0.56,0.94,1
4,1,0.3,0.36,2
2,1,0.44,0.41,2
1,1,0.4,0.4,3
4,1,0.24,0.41,1
2,2,0.24,0.93,1
2,1,0.22,0.41,1
3,2,0.72,0.79,3
4,3,0.44,1,1
3,1,0.6,0.83,1
4,1,0.3,0.61,2
4,1,0.34,0.53,3
2,1,0.44,0.54,1
2,2,0.46,0.82,1
4,2,0.46,0.59,2
2,1,0.64,0.69,6
3,1,0.64,0.83,1
1,1,0.2,0.55,1
4,2,0.48,0.67,3
1,2,0.24,0.65,1
1,2,0.2,0.64,2
3,1,0.7,0.65,3
3,3,0.54,0.83,2
1,1,0.24,0.41,1
3,1,0.64,0.89,1
4,3,0.54,0.88,1
2,1,0.84,0.53,5
4,2,0.44,0.72,2
4,2,0.36,1,2
2,1,0.52,0.55,2
2,1,0.46,0.72,2
2,2,0.34,0.71,1
4,3,0.6,0.94,2
2,1,0.62,0.78,1
1,1,0.24,0.65,3
1,1,0.3,0.52,1
1,2,0.32,0.93,1
1,1,0.32,0.57,2
1,1,0.26,0.35,1
4,1,0.4,0.37,4
1,1,0.4,0.58,1
4,1,0.5,0.51,3
4,1,0.26,0.75,1
2,2,0.62,0.88,2
3,1,0.76,0.33,3
3,1,0.82,0.36,2
4,2,0.56,0.83,5
3,2,0.74,0.7,3
4,1,0.2,0.69,1
3,1,0.62,0.73,1
4,1,0.48,0.55,5
1,1,0.32,0.36,1
3,1,0.82,0.59,2
1,1,0.34,0.46,2
2,1,0.56,0.4,2
4,2,0.54,0.64,3
3,2,0.54,0.45,3
2,1,0.46,0.88,2
4,1,0.26,0.6,1
1,2,0.32,0.93,1
1,1,0.46,0.36,2
3,1,0.9,0.53,2
2,1,0.66,0.83,1
2,3,0.24,0.93,1
4,1,0.3,0.56,2
2,1,0.66,0.74,5
1,2,0.26,0.56,2
3,1,0.84,0.56,2
1,2,0.16,0.55,1
2,1,0.8,0.66,3
2,2,0.38,0.87,1
3,1,0.74,0.55,2
2,2,0.62,0.33,2
2,3,0.74,0.58,4
2,1,0.54,0.88,1
2,2,0.38,0.87,1
1,1,0.1,0.42,1
2,2,0.32,0.87,1
2,2,0.54,0.52,2
2,1,0.38,0.22,2
2,1,0.54,0.49,2
4,2,0.38,0.87,1
3,1,0.72,0.51,1
1,1,0.4,0.62,1
3,1,0.74,0.33,3
2,1,0.7,0.79,1
4,2,0.34,0.66,2
3,1,0.82,0.56,2
1,1,0.32,0.36,2
3,1,0.74,0.62,3
1,2,0.24,0.52,2
1,2,0.16,0.74,1
4,1,0.3,0.61,1
1,1,0.24,0.38,1
4,1,0.3,0.75,2
1,3,0.42,0.94,1
2,2,0.62,0.88,1
3,1,0.8,0.71,2
2,1,0.7,0.45,5
2,1,0.58,0.78,4
3,1,0.8,0.31,3
1,2,0.54,0.39,1
1,2,0.2,0.37,1
4,2,0.4,0.71,2
3,1,0.64,0.69,2
1,2,0.24,0.7,1
4,2,0.52,0.94,2
1,1,0.12,0.39,1
3,3,0.64,0.89,1
2,1,0.34,0.25,2
1,1,0.26,0.93,1
4,1,0.56,0.52,6
1,2,0.16,0.59,1
2,1,0.52,1,2
3,1,0.7,0.74,1
3,1,0.7,0.65,1
2,1,0.68,0.61,4
4,3,0.54,0.94,1
3,1,0.72,0.74,4
1,1,0.52,0.08,1
1,2,0.44,0.62,3
2,1,0.52,0.55,3
4,3,0.34,0.71,1
3,1,0.76,0.45,5
3,1,0.72,0.48,4
3,1,0.78,0.62,3
3,1,0.62,0.53,1
2,1,0.58,0.83,1
3,3,0.66,0.83,1
4,1,0.4,0.4,3
1,1,0.16,0.8,1
1,1,0.26,0.81,1
4,2,0.36,0.93,1
4,2,0.66,0.74,4
3,3,0.74,0.79,2
4,1,0.26,0.56,1
1,1,0.2,0.25,1
4,2,0.38,0.87,1
4,1,0.34,0.53,3
2,1,0.56,0.43,1
4,2,0.44,0.67,2
1,1,0.32,0.49,1
3,2,0.7,0.84,1
3,2,0.66,0.74,3
4,1,0.56,0.6,3
2,1,0.38,0.66,1
2,1,0.64,0.73,1
4,2,0.38,0.87,1
2,1,0.32,0.53,1
4,1,0.64,0.61,3
2,1,0.44,0.58,1
2,1,0.5,0.31,3
3,1,0.7,0.89,2
2,1,0.7,0.37,6
4,1,0.4,0.66,3
3,1,0.9,0.5,4
2,2,0.4,0.87,3
4,1,0.6,0.4,5
4,1,0.32,0.81,3
2,1,0.5,0.55,2
3,2,0.64,0.89,1
3,1,0.78,0.59,2
2,2,0.46,0.28,3
4,3,0.44,1,1
2,1,0.66,0.41,1
2,1,0.66,0.61,2
1,1,0.3,0.61,3
3,3,0.54,0.94,1
3,3,0.82,0.46,2
1,1,0.24,0.7,1
1,1,0.22,0.35,1
2,1,0.68,0.89,1
1,1,0.12,0.54,1
4,1,0.32,0.93,1
1,2,0.3,0.49,1
3,1,0.74,0.74,5
2,2,0.72,0.84,2
2,2,0.52,1,1
3,1,0.72,0.79,2
4,1,0.46,0.94,1
2,1,0.52,0.94,1
2,3,0.34,0.93,1
4,2,0.28,0.45,3
1,1,0.24,0.75,2
2,3,0.6,0.83,1
3,1,0.7,0.45,6
1,2,0.26,0.7,1
1,1,0.26,0.7,1
3,3,0.62,1,2
3,1,0.8,0.52,1
3,1,0.56,0.68,1
1,1,0.24,0.56,1
3,1,0.74,0.66,4
1,2,0.38,0.25,1
3,2,0.6,0.69,2
4,3,0.6,0.88,1
1,1,0.38,0.71,1
2,1,0.3,0.61,1
1,1,0.2,0.4,2
2,1,0.7,0.54,3
2,1,0.4,0.71,5
4,1,0.32,0.66,1
2,1,0.18,0.74,1
1,2,0.24,0.7,1
4,3,0.46,1,1
1,1,0.12,0.28,2
1,1,0.16,0.47,1
1,3,0.32,0.93,1
2,1,0.76,0.27,2
3,3,0.6,0.88,1
3,1,0.8,0.41,2
2,1,0.76,0.31,6
3,1,0.64,0.89,1
3,1,0.62,0.69,5
3,1,0.66,0.54,1
1,1,0.22,0.37,1
1,1,0.12,0.39,1
4,2,0.48,0.77,2
2,3,0.24,0.93,1
2,2,0.36,0.63,1
4,2,0.44,1,1
3,1,0.8,0.29,6
3,1,0.72,0.7,4
4,2,0.4,0.58,2
4,2,0.4,0.66,2
1,2,0.24,0.75,1
1,2,0.4,0.76,2
1,1,0.2,0.69,1
2,1,0.62,0.83,1
4,2,0.44,0.47,2
2,1,0.6,0.56,3
3,1,0.8,0.55,3
3,1,0.74,0.58,1
1,1,0.14,0.8,1
3,1,0.76,0.35,2
1,1,0.42,0.44,3
1,1,0.66,0.34,4
3,2,0.66,0.74,2
4,1,0.38,0.82,1
3,1,0.62,0.61,1
3,1,0.66,0.83,3
1,1,0.34,0.42,2
1,2,0.16,0.86,2
1,1,0.14,0.54,2
1,1,0.3,0.28,1
4,1,0.46,0.59,1
2,2,0.52,0.94,2
4,2,0.52,0.77,1
3,2,0.56,0.94,1
2,1,0.36,0.76,1
4,1,0.34,0.76,1
1,1,0.26,0.87,1
1,1,0.34,0.34,1
3,1,0.58,0.83,1
1,3,0.34,0,1
3,1,0.7,0.42,2
4,1,0.6,0.88,1
4,2,0.38,0.66,3
2,2,0.68,0.36,1
1,1,0.22,0.47,1
1,2,0.38,0.2,1
2,2,0.48,0.88,1
1,1,0.22,0.69,1
4,1,0.36,0.76,1
1,2,0.4,0.71,1
3,1,0.74,0.66,2
3,1,0.72,0.54,3
4,1,0.52,0.83,1
1,1,0.26,0.56,1
4,1,0.24,0.67,2
3,1,0.6,0.64,1
2,1,0.62,0.83,1
2,1,0.46,0.51,2
4,2,0.36,1,1
4,2,0.52,0.83,2
2,2,0.56,0.88,3
3,3,0.54,0.94,1
3,2,0.62,0.94,1
2,2,0.36,0.93,1
2,3,0.52,0.83,1
4,3,0.46,1,1
4,1,0.32,0.76,1
4,2,0.54,0.68,5
4,3,0.46,0.94,2
3,2,0.52,0.77,5
4,3,0.5,1,1
4,2,0.52,0.63,3
3,3,0.6,0.93,1
3,1,0.68,0.57,1
1,1,0.3,0.56,2
3,2,0.74,0.84,1
2,1,0.4,0.76,1
2,3,0.16,0.86,1
2,2,0.68,0.61,3
1,1,0.24,0.81,1
1,2,0.58,0.32,3
1,1,0.5,0.42,4
1,1,0.14,0.8,1
1,3,0.22,0.6,1
1,2,0.46,0.94,1
2,3,0.68,0.83,3
4,2,0.32,0.45,3
3,1,0.7,0.74,2
3,3,0.7,0.79,1
3,1,0.7,0.65,3
1,2,0.44,0.77,2
3,1,0.64,0.69,3
2,2,0.38,0.87,1
3,1,0.62,0.57,1
1,1,0.36,0.46,1
4,1,0.44,1,1
2,1,0.6,0.69,6
3,1,0.66,0.69,1
3,1,0.64,0.61,2
3,1,0.64,0.73,1
4,3,0.38,0.71,2
4,1,0.46,0.94,1
3,2,0.66,0.74,1
2,1,0.74,0.58,3
4,1,0.44,0.72,5
3,1,0.72,0.74,1
2,1,0.28,0.36,1
2,2,0.56,0.37,2
4,1,0.62,0.43,3
1,2,0.3,0.33,2
4,2,0.48,0.48,2
4,1,0.66,0.83,6
2,1,0.64,0.83,2
4,1,0.28,0.52,1
2,2,0.76,0.35,2
4,3,0.6,0.94,2
1,2,0.2,0.75,1
1,1,0.4,0.58,2
3,2,0.76,0.7,1
1,1,0.22,0.69,1
3,1,0.76,0.35,3
3,2,0.54,0.94,1
1,1,0.16,0.8,1
1,1,0.34,0.53,1
3,2,0.76,0.79,4
3,1,0.76,0.55,3
2,1,0.52,0.34,4
4,1,0.48,0.67,1
1,2,0.16,0.69,1
3,1,0.74,0.42,4
3,1,0.74,0.42,2
2,1,0.26,0.48,1
4,1,0.46,0.59,2
4,1,0.38,0.62,1
2,1,0.64,0.33,7
4,1,0.44,0.72,4
2,2,0.54,0.68,2
4,2,0.42,0.54,5
3,1,0.56,0.73,1
4,2,0.6,1,1
3,2,0.76,0.52,2
1,1,0.36,0.43,1
3,1,0.8,0.41,3
3,1,0.82,0.56,4
3,1,0.74,0.55,3
4,1,0.72,0.37,4
2,2,0.74,0.58,3
1,1,0.12,0.5,1
2,2,0.76,0.48,4
3,1,0.82,0.71,2
3,1,0.7,0.79,1
1,1,0.22,0.44,1
3,1,0.58,0.64,1
2,1,0.68,0.26,3
2,2,0.52,0.83,1
1,1,0.28,0.65,1
1,1,0.28,0.56,1
3,1,0.66,0.69,1
4,2,0.62,0.88,1
1,3,0.22,0.93,2
3,1,0.62,0.83,2
3,2,0.66,0.94,1
1,2,0.32,0.87,1
4,2,0.42,0.67,1
4,3,0.62,1,1
3,1,0.7,0.48,3
3,1,0.72,0.34,5
2,2,0.44,0.77,1
2,1,0.58,0.43,4
2,2,0.7,0.39,3
2,1,0.62,0.78,2
2,1,0.46,0.82,3
3,2,0.52,0.72,1
1,1,0.4,0.37,1
4,1,0.42,0.71,2
3,1,0.6,0.73,1
2,1,0.7,0.65,2
2,1,0.64,0.73,2
4,1,0.32,0.81,1
3,1,0.68,0.83,2
4,1,0.64,0.44,5
3,3,0.54,0.88,1
4,2,0.36,0.71,3
3,1,0.54,0.77,2
3,1,0.66,0.83,1
1,2,0.24,0.75,1
3,1,0.66,0.5,1
4,1,0.32,0.87,5
2,2,0.3,0.87,2
4,2,0.28,0.93,1
3,2,0.7,0.79,2
3,1,0.54,0.94,1
2,1,0.54,0.6,1
1,1,0.2,0.32,1
2,1,0.7,0.54,5
3,1,0.76,0.48,3
1,1,0.28,0.28,2
1,2,0.42,0.88,1
3,1,0.72,0.62,4
1,2,0.44,0.51,2
1,3,0.32,0.93,1
4,1,0.56,0.73,4
4,1,0.32,0.39,1
3,2,0.7,0.61,3
2,1,0.38,0.82,1
3,1,0.42,0.67,5
4,3,0.5,0.88,1
4,1,0.2,0.8,1
1,1,0.1,0.42,1
2,1,0.58,0.88,3
4,2,0.44,0.94,1
3,1,0.84,0.36,4
2,3,0.34,0.61,2
1,1,0.18,0.93,1
4,1,0.54,0.45,4
4,1,0.56,0.37,3
3,1,0.7,0.74,1
1,1,0.26,0.56,1
2,1,0.64,0.78,2
4,1,0.24,0.56,1
4,1,0.32,0.45,3
4,2,0.32,0.57,3
3,1,0.74,0.4,5
2,1,0.22,0.37,1
3,2,0.8,0.49,1
4,1,0.44,0.62,3
2,3,0.66,0.83,5
2,2,0.66,0.54,5
1,2,0.2,0.51,1
3,2,0.68,0.79,3
4,1,0.54,0.49,2
4,1,0.4,0.62,1
2,1,0.32,0.57,1
4,2,0.36,0.66,3
1,3,0.22,0.93,1
2,2,0.3,0.87,2
3,1,0.72,0.69,1
1,1,0.26,0.3,1
2,1,0.46,0.41,1
2,1,0.4,0.54,1
4,3,0.46,0.88,1
3,2,0.64,0.89,3
1,1,0.36,0.57,1
1,2,0.32,0.57,1
3,1,0.72,0.62,5
4,3,0.38,0.94,1
3,1,0.7,0.79,2
2,2,0.74,0.58,3
3,1,0.78,0.75,1
4,1,0.5,0.72,1
2,2,0.66,0.78,1
2,2,0.44,0.72,1
3,1,0.72,0.74,3
3,2,0.7,0.7,4
3,1,0.76,0.66,1
3,1,0.72,0.7,1
3,1,0.9,0.27,4
3,1,0.76,0.45,5
3,1,0.76,0.66,3
3,1,0.74,0.55,4
3,1,0.66,0.61,4
2,1,0.86,0.47,2
1,1,0.3,0.62,1
2,1,0.64,0.89,1
4,1,0.32,0.87,1
3,1,0.86,0.53,2
4,1,0.6,0.94,1
3,1,0.68,0.89,1
3,1,0.8,0.59,1
2,1,0.66,0.57,2
2,1,0.72,0.26,4
1,1,0.28,0.36,1
3,1,0.74,0.35,3
4,2,0.52,0.62,2
4,1,0.6,0.56,2
2,3,0.34,0.76,1
4,1,0.16,0.59,1
4,1,0.32,0.45,3
3,3,0.48,0.82,3
1,3,0.16,0.93,1
4,1,0.26,0.44,1
4,2,0.6,1,1
1,1,0.46,0.44,3
1,1,0.22,0.51,1
2,2,0.54,0.73,1
2,1,0.58,0.83,2
4,2,0.36,0.62,3
1,2,0.12,0.8,1
3,1,0.74,0.37,4
2,1,0.8,0.43,6
2,1,0.7,0.61,2
3,1,0.66,0.78,1
1,1,0.2,0.75,1
4,1,0.5,0.82,3
3,2,0.84,0.49,2
1,2,0.24,0.75,3
3,1,0.8,0.52,3
4,2,0.54,0.6,2
4,2,0.44,0.88,2
2,1,0.56,0.83,1
2,1,0.66,0.65,6
2,1,0.62,0.46,3
1,1,0.28,0.45,1
4,2,0.36,0.53,3
1,1,0.48,0.39,4
3,1,0.56,0.88,1
2,2,0.72,0.62,3
2,1,0.32,0.31,2
1,2,0.2,0.51,1
1,2,0.36,0.18,2
4,1,0.46,0.59,2
4,1,0.3,0.52,2
4,1,0.46,0.88,2
1,1,0.16,0.5,1
3,1,0.7,0.65,4
3,3,0.74,0.7,4
1,2,0.42,0.77,1
2,3,0.58,0.49,4
3,1,0.72,0.54,1
